ID_Detalle_Venta,ID_Venta,ID_Cliente,SKU_Producto,Fecha_Hora_Venta,Cantidad,Precio_Unitario_Venta_EUR,Descuento_Aplicado_Porc,Precio_Total_Linea_EUR,Metodo_Pago,ID_Vendedor,ID_Tienda_o_Canal,Impuestos_IVA_EUR,Costo_Envio_Aplicado_EUR,Estado_Pedido,Numero_Seguimiento_Envio,Moneda
DET00338,VNT-2025-1249-0249,CL0541,PROD-ALI-0819,2024-04-07 17:13:10,2,97.27,0.05,184.81,Bizum,VEND10,TIENDA-MAD,38.81,0,Cancelado,,COP
DET00339,VNT-2025-1249-0250,CL0177,PROD-ALI-0437,2024-08-31 06:03:00,5,215.95,0.2,863.8,PayPal,VEND10,TIENDA-MEX,181.4,0,Entregado,TRK264379923CO,COP
DET00340,VNT-2025-1249-0250,CL0177,PROD-ALI-1787,2024-08-31 06:03:00,4,30.58,0.1,110.09,PayPal,VEND10,TIENDA-MEX,23.12,0,Entregado,TRK264379923CO,COP
DET00341,VNT-2025-1249-0251,CL1496,PROD-HOG-1259,2024-06-18 04:54:59,2,114.44,0.1,205.99,Efectivo,VEND13,ONLINE,43.26,9.42,Entregado,TRK320430413MX,MXN
DET00342,VNT-2025-1249-0252,CL0193,PROD-ELE-1154,2024-12-16 12:05:35,3,97.87,0.1,264.25,Contra Reembolso,VEND07,TIENDA-MEX,55.49,0,Procesando,,COP
DET00343,VNT-2025-1249-0252,CL0193,PROD-COS-0717,2024-12-16 12:05:35,1,384.69,0.15,326.99,Contra Reembolso,VEND07,TIENDA-MEX,68.67,0,Procesando,,COP
DET00344,VNT-2025-1249-0253,CL1219,PROD-COS-0645,2025-03-27 12:07:45,1,288.36,0.05,273.94,Tarjeta Crédito,VEND04,TIENDA-BOG,57.53,0,Entregado,TRK219519562ES,ARS
DET00345,VNT-2025-1249-0254,CL1606,PROD-LIB-1034,2025-02-20 17:23:23,1,81.36,0.1,73.22,Bizum,VEND05,TIENDA-BCN,15.38,0,Enviado,TRK180052404US,ARS
DET00346,VNT-2025-1249-0255,CL1750,PROD-ALI-1037,2025-01-03 23:03:06,3,92.36,0.2,221.66,Bizum,VEND14,TIENDA-BCN,46.55,0,Devuelto,,COP
DET00347,VNT-2025-1249-0255,CL1750,PROD-ROP-0239,2025-01-03 23:03:06,5,296.93,0.1,1336.19,Bizum,VEND14,TIENDA-BCN,280.6,0,Devuelto,,COP
DET00348,VNT-2025-1249-0256,CL1588,PROD-LIB-1576,2024-05-27 02:38:19,1,96.32,0.2,77.06,Bizum,VEND13,TIENDA-MEX,16.18,0,Procesando,,EUR
DET00349,VNT-2025-1249-0256,CL1588,PROD-LIB-0570,2024-05-27 02:38:19,2,492.5,0.05,935.75,Bizum,VEND13,TIENDA-MEX,196.51,0,Procesando,,EUR
DET00350,VNT-2025-1249-0257,CL0364,PROD-LIB-0570,2024-06-07 08:41:16,5,254.12,0.15,1080.01,Contra Reembolso,VEND06,ONLINE,226.8,6.54,Devuelto,,MXN
DET00351,VNT-2025-1249-0258,CL0500,PROD-ALI-1570,2024-05-22 00:43:38,1,262.0,0.05,248.9,Tarjeta Crédito,VEND07,ONLINE,52.27,16.65,Entregado,TRK275577070CO,USD
DET00352,VNT-2025-1249-0259,CL0825,PROD-ROP-0528,2024-12-02 10:58:46,1,191.39,0.0,191.39,Contra Reembolso,VEND01,TELEFONO,40.19,0,Devuelto,,USD
DET00353,VNT-2025-1249-0260,CL1193,PROD-COS-0187,2024-08-18 08:22:15,5,313.89,0.1,1412.5,Tarjeta Débito,VEND07,TIENDA-MEX,296.62,0,Devuelto,,EUR
DET00354,VNT-2025-1249-0261,CL0325,PROD-JUG-0236,2025-03-20 19:06:33,4,375.71,0.1,1352.56,Contra Reembolso,VEND01,TIENDA-BOG,284.04,0,Devuelto,,MXN
DET00355,VNT-2025-1249-0262,CL0949,PROD-JUG-1502,2024-12-18 21:27:46,1,433.88,0.2,347.1,Contra Reembolso,VEND12,TIENDA-BOG,72.89,0,Pendiente Pago,,MXN
DET00356,VNT-2025-1249-0262,CL0949,PROD-JUG-0601,2024-12-18 21:27:46,1,169.41,0.2,135.53,Contra Reembolso,VEND12,TIENDA-BOG,28.46,0,Pendiente Pago,,MXN
DET00357,VNT-2025-1249-0262,CL0949,PROD-ALI-1105,2024-12-18 21:27:46,4,152.71,0.1,549.76,Contra Reembolso,VEND12,TIENDA-BOG,115.45,0,Pendiente Pago,,MXN
DET00358,VNT-2025-1249-0263,CL0463,PROD-COS-0762,2025-02-18 05:26:15,3,106.6,0.15,271.83,PayPal,VEND_ONLINE,TIENDA-BCN,57.08,0,Cancelado,,USD
DET00359,VNT-2025-1249-0264,CL0834,PROD-ROP-1268,2024-11-17 18:29:13,5,69.71,0.15,296.27,Contra Reembolso,VEND12,TELEFONO,62.22,0,Devuelto,,USD
DET00360,VNT-2025-1249-0265,CL0460,PROD-LIB-0699,2024-09-14 23:43:25,5,57.95,0.0,289.75,Bizum,VEND01,APP,60.85,0,Enviado,TRK133685317CO,USD
DET00361,VNT-2025-1249-0266,CL0242,PROD-LIB-0548,2024-05-17 12:47:39,4,268.8,0.05,1021.44,Contra Reembolso,VEND02,APP,214.5,0,Pendiente Pago,,EUR
DET00362,VNT-2025-1249-0266,CL0242,PROD-ELE-0265,2024-05-17 12:47:39,2,103.95,0.05,197.5,Contra Reembolso,VEND02,APP,41.48,0,Pendiente Pago,,EUR
DET00363,VNT-2025-1249-0267,CL0269,PROD-COS-1215,2025-02-13 23:47:47,5,73.9,0.2,295.6,Tarjeta Débito,VEND06,TIENDA-BCN,62.08,0,Enviado,TRK803078422US,ARS
DET00364,VNT-2025-1249-0268,CL1659,PROD-JUG-1438,2024-06-10 12:48:29,5,389.23,0.0,1946.15,Tarjeta Crédito,VEND07,APP,408.69,0,Procesando,,COP
DET00365,VNT-2025-1249-0268,CL1659,PROD-LIB-0175,2024-06-10 12:48:29,1,375.21,0.15,318.93,Tarjeta Crédito,VEND07,APP,66.98,0,Procesando,,COP
DET00366,VNT-2025-1249-0268,CL1659,PROD-ALI-0724,2024-06-10 12:48:29,5,14.15,0.2,56.6,Tarjeta Crédito,VEND07,APP,11.89,0,Procesando,,COP
DET00367,VNT-2025-1249-0268,CL1659,PROD-ROP-1100,2024-06-10 12:48:29,2,293.34,0.05,557.35,Tarjeta Crédito,VEND07,APP,117.04,0,Procesando,,COP
DET00368,VNT-2025-1249-0268,CL1659,PROD-LIB-0218,2024-06-10 12:48:29,2,262.35,0.05,498.47,Tarjeta Crédito,VEND07,APP,104.68,0,Procesando,,COP
DET00369,VNT-2025-1249-0269,CL0039,PROD-ELE-1820,2024-12-13 17:33:13,5,222.17,0.2,888.68,Tarjeta Débito,VEND13,TELEFONO,186.62,0,Procesando,,MXN
DET00370,VNT-2025-1249-0270,CL0264,PROD-ALI-0297,2024-08-14 23:07:14,5,274.02,0.05,1301.59,Efectivo,VEND06,TIENDA-MEX,273.33,0,Procesando,,MXN
DET00371,VNT-2025-1249-0271,CL0635,PROD-COS-1686,2024-06-17 13:09:10,2,376.98,0.05,716.26,Bizum,VEND06,TIENDA-BOG,150.41,0,Devuelto,,MXN
DET00372,VNT-2025-1249-0271,CL0635,PROD-JUG-0493,2024-06-17 13:09:10,4,499.81,0.15,1699.35,Bizum,VEND06,TIENDA-BOG,356.86,0,Devuelto,,MXN
DET00373,VNT-2025-1249-0271,CL0635,PROD-HOG-1854,2024-06-17 13:09:10,2,251.05,0.1,451.89,Bizum,VEND06,TIENDA-BOG,94.9,0,Devuelto,,MXN
DET00374,VNT-2025-1249-0271,CL0635,PROD-ROP-0088,2024-06-17 13:09:10,3,413.54,0.15,1054.53,Bizum,VEND06,TIENDA-BOG,221.45,0,Devuelto,,MXN
DET00375,VNT-2025-1249-0272,CL1585,PROD-HOG-1630,2024-06-07 06:00:25,1,328.77,0.05,312.33,Efectivo,VEND03,TIENDA-BOG,65.59,0,Entregado,TRK853214693MX,COP
DET00376,VNT-2025-1249-0273,CL0380,PROD-JUG-1418,2024-12-15 01:20:04,4,239.8,0.15,815.32,Transferencia,VEND05,TELEFONO,171.22,0,Cancelado,,ARS
DET00377,VNT-2025-1249-0274,CL0899,PROD-COS-1209,2025-03-23 11:56:11,3,5.68,0.2,13.63,Bizum,VEND14,TIENDA-BCN,2.86,0,Enviado,TRK321239057CO,COP
DET00378,VNT-2025-1249-0275,CL1607,PROD-JUG-0728,2024-04-25 07:23:31,4,111.28,0.15,378.35,Tarjeta Débito,VEND07,APP,79.45,0,Cancelado,,COP
DET00379,VNT-2025-1249-0276,CL0407,PROD-ELE-1548,2024-09-29 19:38:50,3,486.71,0.15,1241.11,Contra Reembolso,VEND10,TIENDA-MAD,260.63,0,Pendiente Pago,,USD
DET00380,VNT-2025-1249-0277,CL0347,PROD-ELE-0946,2025-03-22 19:40:00,5,398.11,0.1,1791.5,Tarjeta Crédito,VEND14,TIENDA-MEX,376.21,0,Entregado,TRK648543593MX,MXN
DET00381,VNT-2025-1249-0277,CL0347,PROD-JUG-1599,2025-03-22 19:40:00,3,295.29,0.05,841.58,Tarjeta Crédito,VEND14,TIENDA-MEX,176.73,0,Entregado,TRK648543593MX,MXN
DET00382,VNT-2025-1249-0278,CL1667,PROD-JUG-1443,2024-09-09 09:02:43,2,326.81,0.2,522.9,Transferencia,VEND15,TIENDA-MEX,109.81,0,Entregado,TRK155487430MX,USD
DET00383,VNT-2025-1249-0279,CL1898,PROD-LIB-1208,2024-07-03 06:35:26,3,132.94,0.2,319.06,Tarjeta Crédito,VEND04,ONLINE,67.0,18.92,Procesando,,EUR
DET00384,VNT-2025-1249-0280,CL1339,PROD-COS-1590,2024-08-08 00:01:40,5,258.7,0.1,1164.15,Efectivo,VEND06,TIENDA-BCN,244.47,0,Cancelado,,MXN
DET00385,VNT-2025-1249-0280,CL1339,PROD-LIB-1490,2024-08-08 00:01:40,4,256.91,0.0,1027.64,Efectivo,VEND06,TIENDA-BCN,215.8,0,Cancelado,,MXN
DET00386,VNT-2025-1249-0280,CL1339,PROD-ALI-0511,2024-08-08 00:01:40,3,418.89,0.2,1005.34,Efectivo,VEND06,TIENDA-BCN,211.12,0,Cancelado,,MXN
DET00387,VNT-2025-1249-0281,CL1106,PROD-ELE-1949,2024-04-13 17:21:28,1,104.1,0.2,83.28,Bizum,VEND_ONLINE,TIENDA-MEX,17.49,0,Pendiente Pago,,MXN
DET00388,VNT-2025-1249-0282,CL0449,PROD-ROP-1589,2024-05-24 11:15:39,1,140.41,0.2,112.33,PayPal,VEND02,TIENDA-BCN,23.59,0,Devuelto,,ARS
DET00389,VNT-2025-1249-0283,CL0096,PROD-ELE-0209,2024-06-05 12:16:52,3,155.02,0.2,372.05,Transferencia,VEND06,TELEFONO,78.13,0,Cancelado,,ARS
DET00390,VNT-2025-1249-0284,CL0249,PROD-JUG-1510,2025-02-20 16:25:52,4,171.19,0.05,650.52,Transferencia,VEND_ONLINE,TELEFONO,136.61,0,Devuelto,,EUR
DET00391,VNT-2025-1249-0285,CL0905,PROD-COS-0011,2024-05-13 23:13:52,1,33.8,0.05,32.11,Efectivo,VEND09,TIENDA-BCN,6.74,0,Enviado,TRK147102323MX,MXN
DET00392,VNT-2025-1249-0286,CL0980,PROD-JUG-0653,2025-04-01 08:06:10,3,48.58,0.15,123.88,Transferencia,VEND02,TIENDA-BCN,26.01,0,Devuelto,,EUR
DET00393,VNT-2025-1249-0287,CL1060,PROD-ALI-0337,2024-12-20 20:18:25,2,60.93,0.15,103.58,Transferencia,VEND07,TIENDA-MEX,21.75,0,Pendiente Pago,,COP
DET00394,VNT-2025-1249-0288,CL1132,PROD-JUG-0236,2024-12-22 09:42:55,5,232.08,0.2,928.32,Bizum,VEND06,TIENDA-BOG,194.95,0,Devuelto,,MXN
DET00395,VNT-2025-1249-0289,CL1953,PROD-JUG-0205,2024-09-18 20:21:01,4,70.39,0.05,267.48,Bizum,VEND15,APP,56.17,0,Cancelado,,COP
DET00396,VNT-2025-1249-0290,CL1534,PROD-HOG-0469,2024-04-14 03:20:09,4,199.54,0.1,718.34,Bizum,VEND01,ONLINE,150.85,19.96,Entregado,TRK552330916MX,ARS
DET00397,VNT-2025-1249-0291,CL1899,PROD-ALI-1105,2024-08-05 23:57:20,2,272.62,0.2,436.19,Bizum,VEND12,TELEFONO,91.6,0,Pendiente Pago,,EUR
DET00398,VNT-2025-1249-0292,CL0119,PROD-ROP-0703,2025-02-03 16:48:49,1,113.62,0.0,113.62,Contra Reembolso,VEND_ONLINE,TIENDA-BCN,23.86,0,Enviado,TRK953800988CO,MXN
DET00399,VNT-2025-1249-0293,CL1414,PROD-ROP-1044,2024-04-23 17:27:04,2,275.52,0.05,523.49,Tarjeta Crédito,VEND02,TIENDA-MAD,109.93,0,Cancelado,,USD
DET00400,VNT-2025-1249-0294,CL0448,PROD-JUG-1439,2024-12-23 08:20:17,3,7.58,0.1,20.47,PayPal,VEND02,ONLINE,4.3,6.57,Procesando,,COP
DET00401,VNT-2025-1249-0295,CL1819,PROD-ALI-1204,2024-11-16 16:46:56,4,74.63,0.15,253.74,Tarjeta Crédito,VEND01,TIENDA-BCN,53.29,0,Procesando,,ARS
DET00402,VNT-2025-1249-0296,CL0834,PROD-HOG-0354,2025-02-03 04:07:49,2,294.0,0.15,499.8,Bizum,VEND01,APP,104.96,0,Pendiente Pago,,COP
DET00403,VNT-2025-1249-0297,CL0110,PROD-JUG-1932,2024-06-04 04:24:37,2,166.14,0.05,315.67,Tarjeta Débito,VEND11,APP,66.29,0,Devuelto,,USD
DET00404,VNT-2025-1249-0297,CL0110,PROD-LIB-1643,2024-06-04 04:24:37,2,277.6,0.0,555.2,Tarjeta Débito,VEND11,APP,116.59,0,Devuelto,,USD
DET00405,VNT-2025-1249-0298,CL0333,PROD-ROP-1622,2024-08-22 18:05:21,4,387.41,0.2,1239.71,Bizum,VEND01,TIENDA-BCN,260.34,0,Pendiente Pago,,EUR
DET00406,VNT-2025-1249-0299,CL0204,PROD-JUG-0677,2024-04-27 17:11:18,3,138.26,0.1,373.3,Transferencia,VEND11,TIENDA-MAD,78.39,0,Pendiente Pago,,ARS
DET00407,VNT-2025-1249-0300,CL0253,PROD-JUG-0552,2024-05-16 10:23:02,5,299.68,0.15,1273.64,PayPal,VEND_ONLINE,TELEFONO,267.46,0,Pendiente Pago,,COP
DET00408,VNT-2025-1249-0300,CL0253,PROD-HOG-0150,2024-05-16 10:23:02,3,475.85,0.2,1142.04,PayPal,VEND_ONLINE,TELEFONO,239.83,0,Pendiente Pago,,COP
DET00409,VNT-2025-1249-0301,CL0285,PROD-ROP-1934,2024-06-08 04:26:50,3,420.33,0.0,1260.99,Efectivo,VEND12,TIENDA-BCN,264.81,0,Enviado,TRK915790305CO,EUR
DET00410,VNT-2025-1249-0302,CL1723,PROD-LIB-1043,2024-04-06 17:28:53,2,373.93,0.15,635.68,Tarjeta Crédito,VEND_ONLINE,APP,133.49,0,Pendiente Pago,,USD
DET00411,VNT-2025-1249-0302,CL1723,PROD-JUG-0909,2024-04-06 17:28:53,3,9.62,0.0,28.86,Tarjeta Crédito,VEND_ONLINE,APP,6.06,0,Pendiente Pago,,USD
DET00412,VNT-2025-1249-0303,CL1969,PROD-ALI-0751,2024-12-28 17:07:30,1,366.02,0.15,311.12,Tarjeta Débito,VEND01,TIENDA-BOG,65.34,0,Procesando,,COP
DET00413,VNT-2025-1249-0304,CL1728,PROD-HOG-1711,2024-07-05 22:02:57,1,148.94,0.1,134.05,Bizum,VEND07,ONLINE,28.15,3.91,Enviado,TRK660141643US,EUR
DET00414,VNT-2025-1249-0305,CL0808,PROD-ROP-0047,2024-11-21 07:11:09,5,324.08,0.0,1620.4,Efectivo,VEND01,TIENDA-MAD,340.28,0,Enviado,TRK626175032US,MXN
DET00415,VNT-2025-1249-0306,CL1613,PROD-COS-0648,2025-03-23 18:05:56,5,215.57,0.15,916.17,Contra Reembolso,VEND03,TELEFONO,192.4,0,Pendiente Pago,,USD
DET00416,VNT-2025-1249-0307,CL1351,PROD-HOG-0749,2024-05-25 14:22:57,4,313.26,0.15,1065.08,Tarjeta Crédito,VEND01,APP,223.67,0,Procesando,,COP
DET00417,VNT-2025-1249-0307,CL1351,PROD-ALI-0748,2024-05-25 14:22:57,5,5.75,0.1,25.88,Tarjeta Crédito,VEND01,APP,5.43,0,Procesando,,COP
DET00418,VNT-2025-1249-0308,CL1891,PROD-COS-0912,2024-07-23 14:05:16,1,479.16,0.2,383.33,Bizum,VEND_ONLINE,TIENDA-MEX,80.5,0,Cancelado,,USD
DET00419,VNT-2025-1249-0308,CL1891,PROD-ROP-0508,2024-07-23 14:05:16,1,92.64,0.1,83.38,Bizum,VEND_ONLINE,TIENDA-MEX,17.51,0,Cancelado,,USD
DET00420,VNT-2025-1249-0309,CL0604,PROD-JUG-1983,2024-04-21 00:01:24,1,216.99,0.05,206.14,Tarjeta Débito,VEND12,TIENDA-MAD,43.29,0,Pendiente Pago,,COP
DET00421,VNT-2025-1249-0310,CL0616,PROD-COS-0079,2024-09-11 23:35:07,2,469.34,0.2,750.94,Tarjeta Crédito,VEND06,TELEFONO,157.7,0,Cancelado,,ARS
DET00422,VNT-2025-1249-0311,CL0710,PROD-JUG-1808,2025-01-31 01:22:44,2,60.45,0.1,108.81,Transferencia,VEND08,TIENDA-MAD,22.85,0,Pendiente Pago,,ARS
DET00423,VNT-2025-1249-0312,CL0241,PROD-ALI-1024,2024-10-04 18:55:42,1,496.3,0.2,397.04,Efectivo,VEND01,TIENDA-BCN,83.38,0,Procesando,,ARS
DET00424,VNT-2025-1249-0313,CL1738,PROD-ALI-1618,2024-05-04 20:56:28,5,127.9,0.15,543.57,Transferencia,VEND04,APP,114.15,0,Entregado,TRK177305098ES,COP
DET00425,VNT-2025-1249-0314,CL1078,PROD-COS-0524,2024-06-04 06:21:03,2,267.63,0.1,481.73,Tarjeta Crédito,VEND10,TELEFONO,101.16,0,Cancelado,,COP
DET00426,VNT-2025-1249-0314,CL1078,PROD-ROP-1276,2024-06-04 06:21:03,5,332.62,0.0,1663.1,Tarjeta Crédito,VEND10,TELEFONO,349.25,0,Cancelado,,COP
DET00427,VNT-2025-1249-0315,CL0097,PROD-JUG-0181,2024-04-03 00:11:16,3,299.84,0.0,899.52,Tarjeta Débito,VEND12,TIENDA-BCN,188.9,0,Procesando,,COP
DET00428,VNT-2025-1249-0316,CL1067,PROD-COS-0546,2025-03-11 10:48:04,2,361.97,0.2,579.15,Bizum,VEND03,TIENDA-MEX,121.62,0,Pendiente Pago,,EUR
DET00429,VNT-2025-1249-0316,CL1067,PROD-ALI-1346,2025-03-11 10:48:04,4,160.71,0.05,610.7,Bizum,VEND03,TIENDA-MEX,128.25,0,Pendiente Pago,,EUR
DET00430,VNT-2025-1249-0317,CL1091,PROD-ALI-0882,2025-01-29 06:30:02,1,418.7,0.15,355.89,Tarjeta Débito,VEND05,TIENDA-MEX,74.74,0,Cancelado,,EUR
DET00431,VNT-2025-1249-0317,CL1091,PROD-ROP-0738,2025-01-29 06:30:02,2,438.35,0.1,789.03,Tarjeta Débito,VEND05,TIENDA-MEX,165.7,0,Cancelado,,EUR
DET00432,VNT-2025-1249-0318,CL0617,PROD-ROP-1060,2024-10-26 08:20:44,5,341.31,0.0,1706.55,Bizum,VEND02,TIENDA-MAD,358.38,0,Entregado,TRK409467102CO,USD
DET00433,VNT-2025-1249-0319,CL0419,PROD-HOG-1331,2025-03-30 08:12:28,1,305.47,0.05,290.2,Efectivo,VEND07,TIENDA-BOG,60.94,0,Devuelto,,MXN
DET00434,VNT-2025-1249-0320,CL0318,PROD-ELE-1498,2024-04-08 22:42:04,4,90.39,0.0,361.56,Bizum,VEND10,TIENDA-MEX,75.93,0,Cancelado,,MXN
DET00435,VNT-2025-1249-0321,CL0409,PROD-JUG-0192,2025-03-27 10:31:14,4,327.6,0.2,1048.32,Efectivo,VEND03,TIENDA-MEX,220.15,0,Entregado,TRK559732366US,USD
DET00436,VNT-2025-1249-0321,CL0409,PROD-COS-0153,2025-03-27 10:31:14,1,436.01,0.0,436.01,Efectivo,VEND03,TIENDA-MEX,91.56,0,Entregado,TRK559732366US,USD
DET00437,VNT-2025-1249-0322,CL0077,PROD-ALI-0453,2024-04-11 20:32:01,2,334.51,0.0,669.02,Transferencia,VEND15,ONLINE,140.49,0.75,Pendiente Pago,,MXN
DET00438,VNT-2025-1249-0323,CL1721,PROD-ROP-0462,2025-01-22 05:45:59,2,204.29,0.1,367.72,Tarjeta Crédito,VEND13,TELEFONO,77.22,0,Devuelto,,COP
DET00439,VNT-2025-1249-0323,CL1721,PROD-ALI-0857,2025-01-22 05:45:59,5,257.26,0.15,1093.36,Tarjeta Crédito,VEND13,TELEFONO,229.61,0,Devuelto,,COP
DET00440,VNT-2025-1249-0323,CL1721,PROD-LIB-1613,2025-01-22 05:45:59,3,120.34,0.05,342.97,Tarjeta Crédito,VEND13,TELEFONO,72.02,0,Devuelto,,COP
DET00441,VNT-2025-1249-0324,CL1092,PROD-ALI-1434,2024-09-20 20:45:35,3,223.71,0.2,536.9,Contra Reembolso,VEND03,TIENDA-MEX,112.75,0,Enviado,TRK799302260ES,USD
DET00442,VNT-2025-1249-0325,CL0611,PROD-HOG-0877,2024-12-20 04:15:18,3,132.83,0.05,378.57,Tarjeta Débito,VEND13,TIENDA-BOG,79.5,0,Pendiente Pago,,USD
DET00443,VNT-2025-1249-0326,CL0847,PROD-COS-0246,2024-12-04 05:54:51,2,85.03,0.05,161.56,Tarjeta Crédito,VEND06,TELEFONO,33.93,0,Procesando,,EUR
DET00444,VNT-2025-1249-0326,CL0847,PROD-LIB-1208,2024-12-04 05:54:51,1,327.9,0.15,278.71,Tarjeta Crédito,VEND06,TELEFONO,58.53,0,Procesando,,EUR
DET00445,VNT-2025-1249-0326,CL0847,PROD-ELE-0969,2024-12-04 05:54:51,1,316.7,0.1,285.03,Tarjeta Crédito,VEND06,TELEFONO,59.86,0,Procesando,,EUR
DET00446,VNT-2025-1249-0327,CL1480,PROD-ELE-0978,2024-08-31 13:53:55,4,452.97,0.2,1449.5,Efectivo,VEND01,TIENDA-MAD,304.39,0,Pendiente Pago,,EUR
DET00447,VNT-2025-1249-0328,CL0430,PROD-ELE-1317,2024-08-30 05:20:31,1,405.66,0.1,365.09,PayPal,VEND14,TIENDA-BOG,76.67,0,Devuelto,,USD
DET00448,VNT-2025-1249-0328,CL0430,PROD-ROP-0127,2024-08-30 05:20:31,3,360.52,0.15,919.33,PayPal,VEND14,TIENDA-BOG,193.06,0,Devuelto,,USD
DET00449,VNT-2025-1249-0328,CL0430,PROD-ELE-1339,2024-08-30 05:20:31,5,228.29,0.05,1084.38,PayPal,VEND14,TIENDA-BOG,227.72,0,Devuelto,,USD
DET00450,VNT-2025-1249-0329,CL0313,PROD-ELE-0856,2024-10-02 00:44:14,4,423.53,0.1,1524.71,Efectivo,VEND15,TELEFONO,320.19,0,Enviado,TRK307853669MX,MXN
DET00451,VNT-2025-1249-0330,CL1344,PROD-COS-1663,2024-10-22 18:15:26,2,379.65,0.15,645.4,Efectivo,VEND04,TIENDA-BOG,135.53,0,Enviado,TRK522621434US,EUR
DET00452,VNT-2025-1249-0330,CL1344,PROD-ROP-0799,2024-10-22 18:15:26,2,114.6,0.05,217.74,Efectivo,VEND04,TIENDA-BOG,45.73,0,Enviado,TRK522621434US,EUR
DET00453,VNT-2025-1249-0331,CL0256,PROD-HOG-0279,2024-04-22 01:51:01,4,427.11,0.1,1537.6,PayPal,VEND06,TELEFONO,322.9,0,Enviado,TRK586725535CO,COP
DET00454,VNT-2025-1249-0332,CL1944,PROD-LIB-1308,2025-01-12 08:05:08,3,389.11,0.05,1108.96,PayPal,VEND09,TIENDA-BOG,232.88,0,Entregado,TRK626837579MX,MXN
DET00455,VNT-2025-1249-0333,CL1364,PROD-LIB-1129,2024-07-07 02:08:09,4,298.67,0.05,1134.95,PayPal,VEND07,TIENDA-MEX,238.34,0,Devuelto,,MXN
DET00456,VNT-2025-1249-0334,CL0085,PROD-COS-1058,2024-11-29 23:28:26,2,219.79,0.0,439.58,Contra Reembolso,VEND03,APP,92.31,0,Procesando,,ARS
DET00457,VNT-2025-1249-0335,CL0194,PROD-ROP-1464,2024-10-20 23:03:19,1,157.83,0.1,142.05,Bizum,VEND05,TELEFONO,29.83,0,Enviado,TRK939002249CO,ARS
DET00458,VNT-2025-1249-0335,CL0194,PROD-JUG-1839,2024-10-20 23:03:19,2,240.65,0.15,409.11,Bizum,VEND05,TELEFONO,85.91,0,Enviado,TRK939002249CO,ARS
DET00459,VNT-2025-1249-0336,CL1433,PROD-JUG-0210,2024-10-27 17:01:53,5,470.41,0.1,2116.85,Tarjeta Débito,VEND04,TIENDA-BOG,444.54,0,Cancelado,,MXN
DET00460,VNT-2025-1249-0337,CL0839,PROD-LIB-1190,2024-07-11 08:39:19,4,130.77,0.0,523.08,Tarjeta Débito,VEND11,TIENDA-MEX,109.85,0,Pendiente Pago,,MXN
DET00461,VNT-2025-1249-0338,CL1142,PROD-ELE-1926,2025-02-19 05:49:26,5,245.39,0.1,1104.25,Transferencia,VEND10,TELEFONO,231.89,0,Devuelto,,ARS
DET00462,VNT-2025-1249-0339,CL0411,PROD-HOG-0151,2025-01-16 05:48:29,1,121.03,0.0,121.03,Transferencia,VEND15,TELEFONO,25.42,0,Devuelto,,MXN
DET00463,VNT-2025-1249-0339,CL0411,PROD-ROP-0114,2025-01-16 05:48:29,5,71.5,0.15,303.88,Transferencia,VEND15,TELEFONO,63.81,0,Devuelto,,MXN
DET00464,VNT-2025-1249-0339,CL0411,PROD-COS-0154,2025-01-16 05:48:29,1,85.99,0.1,77.39,Transferencia,VEND15,TELEFONO,16.25,0,Devuelto,,MXN
DET00465,VNT-2025-1249-0340,CL0741,PROD-ROP-0710,2024-05-19 23:12:35,3,245.03,0.05,698.34,PayPal,VEND05,APP,146.65,0,Cancelado,,EUR
DET00466,VNT-2025-1249-0341,CL0847,PROD-COS-0904,2024-10-27 14:47:30,2,126.34,0.15,214.78,Tarjeta Débito,VEND10,APP,45.1,0,Devuelto,,MXN
DET00467,VNT-2025-1249-0342,CL1777,PROD-COS-0491,2024-11-25 16:31:19,3,27.09,0.2,65.02,Efectivo,VEND08,TIENDA-BOG,13.65,0,Procesando,,EUR
DET00468,VNT-2025-1249-0342,CL1777,PROD-ALI-0792,2024-11-25 16:31:19,5,366.85,0.2,1467.4,Efectivo,VEND08,TIENDA-BOG,308.15,0,Procesando,,EUR
DET00469,VNT-2025-1249-0342,CL1777,PROD-HOG-0421,2024-11-25 16:31:19,5,29.61,0.05,140.65,Efectivo,VEND08,TIENDA-BOG,29.54,0,Procesando,,EUR
DET00470,VNT-2025-1249-0342,CL1777,PROD-LIB-0070,2024-11-25 16:31:19,3,30.25,0.1,81.67,Efectivo,VEND08,TIENDA-BOG,17.15,0,Procesando,,EUR
DET00471,VNT-2025-1249-0343,CL1559,PROD-LIB-1118,2025-01-24 09:41:08,4,281.55,0.0,1126.2,Contra Reembolso,VEND13,TIENDA-BOG,236.5,0,Enviado,TRK663401016ES,COP
DET00472,VNT-2025-1249-0343,CL1559,PROD-LIB-0570,2025-01-24 09:41:08,1,226.58,0.15,192.59,Contra Reembolso,VEND13,TIENDA-BOG,40.44,0,Enviado,TRK663401016ES,COP
DET00473,VNT-2025-1249-0343,CL1559,PROD-ALI-0884,2025-01-24 09:41:08,4,472.44,0.1,1700.78,Contra Reembolso,VEND13,TIENDA-BOG,357.16,0,Enviado,TRK663401016ES,COP
DET00474,VNT-2025-1249-0344,CL1699,PROD-HOG-1468,2024-12-08 17:34:30,2,35.42,0.2,56.67,Efectivo,VEND02,TIENDA-BOG,11.9,0,Devuelto,,USD
